"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: A man in a black shirt overlooking bike maintenance.<SPLIT>[[[[Hypothesis]]]]: A man [[learns]] bike maintenance.","[[[[Premise]]]]: A man in a black shirt overlooking bike maintenance.<SPLIT>[[[[Hypothesis]]]]: A man [[hear]] bike maintenance.",0.00818556547164917,0.9850741028785706,2.0,1.0,2.0,46.0,"Successful"
"[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is wearing a red [[shirt]]","[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is wearing a red [[hem]]",0.004387855529785156,0.7555170059204102,0.0,2.0,0.0,39.0,"Successful"
"[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A [[man]] is in a black shirt","[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A [[boy]] is in a black shirt",0.08221471309661865,0.9780756235122681,1.0,0.0,1.0,69.0,"Successful"
"[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is [[deciding]] which [[bike]] to buy","[[[[Premise]]]]: A man in a black shirt is looking at a bike in a workshop.<SPLIT>[[[[Hypothesis]]]]: A man is [[defined]] which [[moto]] to buy",0.0021639466285705566,0.7542362213134766,2.0,1.0,2.0,70.0,"Successful"
"[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A person is in a [[garage]].","[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A person is in a [[stockroom]].",0.009531795978546143,0.6448256969451904,1.0,0.0,1.0,45.0,"Successful"
"[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A man repairs bicycles.","[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A man repairs bicycles.",0.5505384802818298,0.5505384802818298,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A man waits [[outside]] a garage.","[[[[Premise]]]]: A man looking over a bicycle's rear wheel in the maintenance garage with various tools visible in the background.<SPLIT>[[[[Hypothesis]]]]: A man waits [[beyond]] a garage.",0.42110830545425415,0.9076198935508728,0.0,1.0,0.0,28.0,"Successful"
"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: Some people [[stand]] around.","[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: Some people [[booth]] around.",0.011485636234283447,0.9798089265823364,0.0,2.0,0.0,56.0,"Successful"
"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: People [[run]] together.","[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: People [[conducted]] together.",0.0002333521842956543,0.9838805794715881,0.0,1.0,0.0,75.0,"Successful"
"[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: [[People]] wait at a station.","[[[[Premise]]]]: Three people sit on a bench at a station, the man looks oddly at the two women, the redheaded women looks up and forward in an awkward position, and the yellow blond girl twiddles with her hair.<SPLIT>[[[[Hypothesis]]]]: [[Men]] wait at a station.",0.06791216135025024,0.6425577402114868,1.0,0.0,1.0,84.0,"Successful"
"[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is standing behind a blond headed [[child]]","[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is standing behind a blond headed [[infantile]]",0.028192996978759766,0.6487380862236023,1.0,2.0,1.0,78.0,"Successful"
"[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is [[standing]] on top of a blond headed child","[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is [[sustained]] on top of a blond headed child",0.0032862424850463867,0.5475752949714661,0.0,1.0,0.0,54.0,"Successful"
"[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is standing behind a [[pretty]] blond headed child","[[[[Premise]]]]: A child wearing a red top is standing behind a blond headed child sitting in a wheelbarrow.<SPLIT>[[[[Hypothesis]]]]: A child wearing a red top is standing behind a [[enough]] blond headed child",0.04585111141204834,0.8044161200523376,2.0,1.0,2.0,60.0,"Successful"
"[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[lady]] [[sitting]] on a [[bench]] in the [[park]].","[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: [[paras]] [[missy]] [[assemblage]] on a [[oar]] in the [[parking]].",0.0001919865608215332,0.014676690101623535,0.0,0.0,0.0,123.0,"Failed"
"[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: An old lady pushing a stroller down a [[busy]] street.","[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: An old lady pushing a stroller down a [[crowded]] street.",0.37706440687179565,0.6198663115501404,2.0,0.0,2.0,52.0,"Successful"
"[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: A person outside pushing a [[stroller]].","[[[[Premise]]]]: A person dressed in a dress with flowers and a stuffed bee attached to it, is pushing a baby stroller down the street.<SPLIT>[[[[Hypothesis]]]]: A person outside pushing a [[railcar]].",0.014435827732086182,0.9900299310684204,1.0,0.0,1.0,59.0,"Successful"
"[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A pet is enjoying a game of fetch with his [[owner]].","[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A pet is enjoying a game of fetch with his [[possess]].",0.008959591388702393,0.8006322979927063,2.0,1.0,2.0,58.0,"Successful"
"[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A [[cat]] [[washes]] his [[face]] and [[whiskers]] with his front [[paw]].","[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: A [[gato]] [[laundromat]] his [[frente]] and [[hairs]] with his front [[footing]].",2.300739288330078e-05,0.5291508436203003,0.0,2.0,0.0,142.0,"Successful"
"[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: An [[animal]] is outside in the cold weather, playing with a plastic toy.","[[[[Premise]]]]: A dog jumping for a Frisbee in the snow.<SPLIT>[[[[Hypothesis]]]]: An [[veterinarians]] is outside in the cold weather, playing with a plastic toy.",0.021222829818725586,0.9131168127059937,1.0,2.0,1.0,48.0,"Successful"
"[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People at a [[party]] are seated for dinner on the lawn.","[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People at a [[servings]] are seated for dinner on the lawn.",0.21353131532669067,0.906744658946991,2.0,0.0,2.0,40.0,"Successful"
"[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People are talking underneath a [[covering]].","[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People are talking underneath a [[embracing]].",0.015722215175628662,0.9505630731582642,1.0,2.0,1.0,60.0,"Successful"
"[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People are [[screaming]] at a [[boxing]] match.","[[[[Premise]]]]: People are conversing at a dining table under a canopy.<SPLIT>[[[[Hypothesis]]]]: People are [[outcry]] at a [[muay]] match.",4.398822784423828e-05,0.6079001426696777,0.0,2.0,0.0,70.0,"Successful"
"[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A [[girl]] is [[washing]] a [[load]] of [[laundry]].","[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A [[consort]] is [[purged]] a [[brunt]] of [[laver]].",7.390975952148438e-05,0.6930984258651733,0.0,2.0,0.0,150.0,"Successful"
"[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A girl is playing an [[instrument]].","[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A girl is playing an [[machinery]].",0.03975558280944824,0.6454294919967651,1.0,0.0,1.0,38.0,"Successful"
"[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A group of people are playing in a [[symphony]].","[[[[Premise]]]]: A girl playing a violin along with a group of people<SPLIT>[[[[Hypothesis]]]]: A group of people are playing in a [[stravinsky]].",0.013639569282531738,0.8544170260429382,2.0,0.0,2.0,36.0,"Successful"
"[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is playing a [[concert]].","[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is playing a [[music]].",0.028697967529296875,0.940701961517334,2.0,1.0,2.0,42.0,"Successful"
"[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is [[playing]] the violin.","[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: A woman is [[toying]] the violin.",0.022469699382781982,0.805092453956604,1.0,2.0,1.0,47.0,"Successful"
"[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: [[A]] [[man]] is [[looking]] in a [[telescope]].","[[[[Premise]]]]: A woman within an orchestra is playing a violin.<SPLIT>[[[[Hypothesis]]]]: [[another]] [[virile]] is [[seeing]] in a [[binocular]].",2.6226043701171875e-05,0.525117039680481,0.0,2.0,0.0,105.0,"Successful"
"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men going to [[work]]","[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men going to [[trabajo]]",0.02606332302093506,0.8603650331497192,2.0,0.0,2.0,83.0,"Successful"
"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men look at the [[camera]]","[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three men look at the [[room]]",0.013091444969177246,0.816834032535553,1.0,0.0,1.0,49.0,"Successful"
"[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three [[men]] [[sleeping]] in a [[tent]]","[[[[Premise]]]]: Three men, one holding pipes, another holding a large object above his head, and one resting against the pipe bed on the truck, are looking at the camera.<SPLIT>[[[[Hypothesis]]]]: three [[guy]] [[sor]] in a [[tents]]",0.00013649463653564453,0.644075334072113,0.0,2.0,0.0,92.0,"Successful"
"[[[[Premise]]]]: A Ford car is making a right turn as 3 males are walking across the street behind the car.<SPLIT>[[[[Hypothesis]]]]: A car making a right turn had three [[pedestrians]] cross behind it.","[[[[Premise]]]]: A Ford car is making a right turn as 3 males are walking across the street behind the car.<SPLIT>[[[[Hypothesis]]]]: A car making a right turn had three [[footpath]] cross behind it.",0.030740201473236084,0.8843786120414734,1.0,2.0,1.0,41.0,"Successful"
"[[[[Premise]]]]: A Ford car is making a right turn as 3 males are walking across the street behind the car.<SPLIT>[[[[Hypothesis]]]]: A sedan was turning a corner as walkers were crossing.","[[[[Premise]]]]: A Ford car is making a right turn as 3 males are walking across the street behind the car.<SPLIT>[[[[Hypothesis]]]]: A sedan was turning a corner as walkers were crossing.",0.8987985253334045,0.8987985253334045,1.0,1.0,2.0,1.0,"Skipped"
"[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: there are three [[boys]]","[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: there are three [[men]]",0.0021042823791503906,0.655584454536438,1.0,0.0,1.0,65.0,"Successful"
"[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: There are three [[girls]]","[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: There are three [[bimbos]]",0.001610398292541504,0.8958312273025513,0.0,1.0,0.0,65.0,"Successful"
"[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: The boys are on the street","[[[[Premise]]]]: Three boys in white shirts are walking behind an older model Ford car.<SPLIT>[[[[Hypothesis]]]]: The boys are on the street",0.7024652361869812,0.7024652361869812,2.0,2.0,1.0,1.0,"Skipped"
"[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: Some [[people]] are blowing out candles","[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: Some [[peoples]] are blowing out candles",0.18617087602615356,0.7076387405395508,1.0,2.0,1.0,61.0,"Successful"
"[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are three girls and a [[cake]]","[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are three girls and a [[puddings]]",0.010798454284667969,0.9998051524162292,1.0,0.0,1.0,69.0,"Successful"
"[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are peeps in the [[garden]].","[[[[Premise]]]]: Three girls blow out the candles of a cake made of Peeps.<SPLIT>[[[[Hypothesis]]]]: There are peeps in the [[jardin]].",0.6108766198158264,0.9991772770881653,0.0,1.0,0.0,42.0,"Successful"
"[[[[Premise]]]]: A crowd of people looking up at 3 people on the edge of the roof of a building.<SPLIT>[[[[Hypothesis]]]]: The [[crowd]] is calling for [[help]] for the people on the roof.","[[[[Premise]]]]: A crowd of people looking up at 3 people on the edge of the roof of a building.<SPLIT>[[[[Hypothesis]]]]: The [[throngs]] is calling for [[sustain]] for the people on the roof.",0.003338336944580078,0.5788553953170776,2.0,1.0,2.0,83.0,"Successful"
